time,step-size,{Controller}.ctl.motor,{RobotArm}.env.theta
0.0,0.0,0.0,0.0
0.01,0.01,0.0,-4.87625404868161E-4
0.02,0.01,0.0,-0.001929388885976418
0.03,0.01,0.0,-0.004273177830792628
0.04,0.01,0.0,-0.007442095890718141
0.05,0.01,0.0,-0.011338041188904517
0.060000000000000005,0.01,0.0,-0.015845747391891728
0.07,0.01,0.0,-0.020837142523245655
0.08,0.01,0.0,-0.026175878076319676
0.09,0.01,0.0,-0.03172188313757684
0.09999999999999999,0.01,0.0,-0.03733580459056611
0.10999999999999999,0.01,0.0,-0.042883204658841684
0.11999999999999998,0.01,0.0,-0.048238400597452796
0.12999999999999998,0.01,0.0,-0.05328784771318848
0.13999999999999999,0.01,0.0,-0.057932985478065746
0.15,0.01,0.0,-0.06209248664941961
0.16,0.01,0.0,-0.06570387034993058
0.17,0.01,0.0,-0.06872446131480614
0.18000000000000002,0.01,0.0,-0.07113169832115064
0.19000000000000003,0.01,0.0,-0.07292281455416874
0.20000000000000004,0.01,0.0,-0.07411393077122912
0.21000000000000005,0.01,0.0,-0.07473861810720205
0.22000000000000006,0.01,0.0,-0.07484600082051433
0.23000000000000007,0.01,0.0,-0.07449847990562151
0.24000000000000007,0.01,0.0,-0.07376916609610229
0.25000000000000006,0.01,0.0,-0.07273911526303736
0.26000000000000006,0.01,0.0,-0.07149446059118518
0.2700000000000001,0.01,0.0,-0.07012353430599579
0.2800000000000001,0.01,0.0,-0.06871406733350818
0.2900000000000001,0.01,0.0,-0.06735054838677608
0.3000000000000001,0.01,0.0,-0.06611181493481393
0.3100000000000001,0.01,0.0,-0.06506893771970981
0.3200000000000001,0.01,0.0,-0.06428344837327743
0.3300000000000001,0.01,0.0,-0.06380594669134357
0.34000000000000014,0.01,0.0,-0.06367511069728156
0.35000000000000014,0.01,0.0,-0.06391711919933675
0.36000000000000015,0.01,0.0,-0.06454548352571368
0.37000000000000016,0.01,0.0,-0.06556127287825325
0.38000000000000017,0.01,0.0,-0.06695370660607838
0.3900000000000002,0.01,0.0,-0.06870107693981546
0.4000000000000002,0.01,0.0,-0.07077195756398462
0.4100000000000002,0.01,0.0,-0.07312664700027574
0.4200000000000002,0.01,0.0,-0.07571879122829839
0.4300000000000002,0.01,0.0,-0.07849712732436219
0.4400000000000002,0.01,0.0,-0.0814072891369527
0.45000000000000023,0.01,0.0,-0.08439361706983003
0.46000000000000024,0.01,0.0,-0.0874009167905456
0.47000000000000025,0.01,0.0,-0.09037611596006313
0.48000000000000026,0.01,0.0,-0.09326977368694168
0.49000000000000027,0.01,0.0,-0.09603740411573967
0.5000000000000002,0.01,0.0,-0.09864058311004664
0.5100000000000002,0.01,0.0,-0.10104781511782354
0.5200000000000002,0.01,0.0,-0.10323514573687705
0.5300000000000002,0.01,0.0,-0.10518651396047313
0.5400000000000003,0.01,0.0,-0.10689384631744728
0.5500000000000003,0.01,0.0,-0.10835690288640559
0.5600000000000003,0.01,0.0,-0.10958289224379683
0.5700000000000003,0.01,0.0,-0.1105858786159458
0.5800000000000003,0.01,0.0,-0.11138600969639291
0.5900000000000003,0.01,0.0,-0.11200859765173261
0.6000000000000003,0.01,0.0,-0.11248308870183038
0.6100000000000003,0.01,0.0,-0.11284195829498003
0.6200000000000003,0.01,0.0,-0.11311956931624466
0.6300000000000003,0.01,0.0,-0.11335103001639836
0.6400000000000003,0.01,0.0,-0.1135710865120369
0.6500000000000004,0.01,0.0,-0.11381308189659932
0.6600000000000004,0.01,0.0,-0.11410801035367431
0.6700000000000004,0.01,0.0,-0.11448369033322553
0.6800000000000004,0.01,0.0,-0.11496407600622983
0.6900000000000004,0.01,0.0,-0.11556872102849938
0.7000000000000004,0.01,0.0,-0.1163124032959977
0.7100000000000004,0.01,0.0,-0.11720491403318184
0.7200000000000004,0.01,0.0,-0.11825100938482265
0.7300000000000004,0.01,0.0,-0.11945051782860956
0.7400000000000004,0.01,0.0,-0.1207985923214194
0.7500000000000004,0.01,0.0,-0.12228609224681235
0.7600000000000005,0.01,0.0,-0.12390007703294806
0.7700000000000005,0.01,0.0,-0.12562439082259333
0.7800000000000005,0.01,0.0,-0.1274403158395628
0.7900000000000005,0.01,0.0,-0.12932727112369297
0.8000000000000005,0.01,0.0,-0.13126353309054936
0.8100000000000005,0.01,0.0,-0.1332269548815359
0.8200000000000005,0.01,0.0,-0.13519566265372013
0.8300000000000005,0.01,0.0,-0.13714870874754287
0.8400000000000005,0.01,0.0,-0.139066663980817
0.8500000000000005,0.01,0.0,-0.14093213405348265
0.8600000000000005,0.01,0.0,-0.14273018810562696
0.8700000000000006,0.01,0.0,-0.1444486907426138
0.8800000000000006,0.01,0.0,-0.14607853221581635
0.8900000000000006,0.01,0.0,-0.14761375481748368
0.9000000000000006,0.01,0.0,-0.1490515768110701
0.9100000000000006,0.01,0.0,-0.15039231827945868
0.9200000000000006,0.01,0.0,-0.15163923604917884
0.9300000000000006,0.01,0.0,-0.15279827726801445
0.9400000000000006,0.01,0.0,-0.15387776321979277
0.9500000000000006,0.01,0.0,-0.15488801651256603
0.9600000000000006,0.01,0.0,-0.15584094584979197
0.9700000000000006,0.01,0.0,-0.15674960317942657
0.9800000000000006,0.01,0.0,-0.15762772811950337
0.9900000000000007,0.01,0.0,-0.15848929420173877
1.0000000000000007,0.01,0.0,-0.15934807069106313
1.0100000000000007,0.01,0.0,-0.16021721257420873
1.0200000000000007,0.01,0.0,-0.16110888981948102
1.0300000000000007,0.01,0.0,-0.16203396525468303
1.0400000000000007,0.01,0.0,-0.16300172845787697
1.0500000000000007,0.01,0.0,-0.16401969097585628
1.0600000000000007,0.01,0.0,-0.16509344604780674
1.0700000000000007,0.01,0.0,-0.16622659388475597
1.0800000000000007,0.01,0.0,-0.16742073150335074
1.0900000000000007,0.01,0.0,-0.16867550419397753
1.1000000000000008,0.01,0.0,-0.16998871396993925
1.1100000000000008,0.01,0.0,-0.1713564788397317
1.1200000000000008,0.01,0.0,-0.17277343550271987
1.1300000000000008,0.01,0.0,-0.17423297711427485
1.1400000000000008,0.01,0.0,-0.1757275171143357
1.1500000000000008,0.01,0.0,-0.1772487697681534
1.1600000000000008,0.01,0.0,-0.17878803802486878
1.1700000000000008,0.01,0.0,-0.1803364995448682
1.1800000000000008,0.01,0.0,-0.18188548225877416
1.1900000000000008,0.01,0.0,-0.18342672157067244
1.2000000000000008,0.01,0.0,-0.18495259227115868
1.2100000000000009,0.01,0.0,-0.18645630934292226
1.2200000000000009,0.01,0.0,-0.18793209308072006
1.2300000000000009,0.01,0.0,-0.18937529526490957
1.2400000000000009,0.01,0.0,-0.19078248447915913
1.2500000000000009,0.01,0.0,-0.19215149000558907
1.260000000000001,0.01,0.0,-0.19348140502384745
1.270000000000001,0.01,0.0,-0.19477255104741767
1.280000000000001,0.01,0.0,-0.19602640661817633
1.290000000000001,0.01,0.0,-0.19724550422151457
1.300000000000001,0.01,0.0,-0.19843330015767294
1.310000000000001,0.01,0.0,-0.19959402269500534
1.320000000000001,0.01,0.0,-0.2007325042287463
1.330000000000001,0.01,0.0,-0.20185400337190468
1.340000000000001,0.01,0.0,-0.20296402291664725
1.350000000000001,0.01,0.0,-0.2040681294341656
1.360000000000001,0.01,0.0,-0.20517177994284727
1.370000000000001,0.01,0.0,-0.20628016058733945
1.380000000000001,0.01,0.0,-0.20739804165716424
1.390000000000001,0.01,0.0,-0.20852965255803255
1.400000000000001,0.01,0.0,-0.20967857955887095
1.410000000000001,0.01,0.0,-0.21084768830071096
1.420000000000001,0.01,0.0,-0.2120390721978928
1.430000000000001,0.01,0.0,-0.21325402701459448
1.440000000000001,0.01,0.0,-0.21449305108596606
1.450000000000001,0.01,0.0,-0.21575586989628667
1.460000000000001,0.01,0.0,-0.21704148304682302
1.470000000000001,0.01,0.0,-0.2183482310603419
1.480000000000001,0.01,0.0,-0.21967387899068821
